"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA050 Sex differences: gathering,Code: EA050 Sex differences: gathering,Description: EA050 Sex differences: gathering,Comment: EA050 Sex differences: gathering,Subcase: EA050 Sex differences: gathering,References: EA050 Sex differences: gathering,Focal Year: EA052 Sex Differences: fishing,Code: EA052 Sex Differences: fishing,Description: EA052 Sex Differences: fishing,Comment: EA052 Sex Differences: fishing,Subcase: EA052 Sex Differences: fishing,References: EA052 Sex Differences: fishing,Focal Year: EA054 Sex differences: agriculture,Code: EA054 Sex differences: agriculture,Description: EA054 Sex differences: agriculture,Comment: EA054 Sex differences: agriculture,Subcase: EA054 Sex differences: agriculture,References: EA054 Sex differences: agriculture,Focal Year: EA051 Sex differences: hunting,Code: EA051 Sex differences: hunting,Description: EA051 Sex differences: hunting,Comment: EA051 Sex differences: hunting,Subcase: EA051 Sex differences: hunting,References: EA051 Sex differences: hunting
Ethnographic Atlas,Sawakudokwa,Nd25,xd1158,Sawakudokwa (Nd25),41.0,-118.0,41.0,-118.0,nort1551,North Northern Paiute,,Uto-Aztecan,1870,5,"Both sexes participate, but females do appreciably more than males",,,Steward(1941); Stewart(1941); ,1870,2,"Both sexes participate, but males do appreciably more than females",,,Steward(1941); Stewart(1941); ,1870,9,The activity is absent or unimportant in the particular society,,,Steward(1941); Stewart(1941); ,1870,1,"Males alone perform the activity, female participation being negligible",,,Steward(1941); Stewart(1941); 
Ethnographic Atlas,Banen,Ae51,xd173,Banen (Ae51),5.0,11.0,5.0,11.0,tune1261,Tunen,tvu,Atlantic-Congo,,NA,Missing data,,,,1940,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,Ndiki subtribe,Dugast(1955); Dugast(1944); McCulloch et al.(1954); Tessmann(1934); Dugast(1959); ,1940,5,"Both sexes participate, but females do appreciably more than males",,Ndiki subtribe,Dugast(1955); Dugast(1944); McCulloch et al.(1954); Tessmann(1934); Dugast(1959); ,1940,1,"Males alone perform the activity, female participation being negligible",,Ndiki subtribe,Dugast(1955); Dugast(1944); McCulloch et al.(1954); Tessmann(1934); Dugast(1959); 
Ethnographic Atlas,Chaambra,Cc16,xd494,Chaambra (Cc16),32.0,3.0,32.0,3.0,algi1247,Algiers,,Afro-Asiatic,1930,6,"Females alone perform the activity, male participation being negligible",,,Briggs(1958); d'Armagnac(1934); ,1930,9,The activity is absent or unimportant in the particular society,,,Briggs(1958); d'Armagnac(1934); ,1930,NA,Missing data,Performed exclusively by serfs and slaves,,Briggs(1958); d'Armagnac(1934); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Briggs(1958); d'Armagnac(1934); 
Ethnographic Atlas,Syrians,Cj1,xd586,Syrians (Cj1),36.0,36.0,36.0,36.0,nort3140,North Lebanese Arabic,,Afro-Asiatic,1950,9,The activity is absent or unimportant in the particular society,,with special reference to the village of Tell Toqaan,Sweet(1960); ,1950,9,The activity is absent or unimportant in the particular society,,with special reference to the village of Tell Toqaan,Sweet(1960); ,1950,2,"Both sexes participate, but males do appreciably more than females",,with special reference to the village of Tell Toqaan,Sweet(1960); ,1950,1,"Males alone perform the activity, female participation being negligible",,with special reference to the village of Tell Toqaan,Sweet(1960); 
Ethnographic Atlas,Yagua,Se4,xd1368,Yagua (Se4),-3.0,-72.0,-3.0,-72.0,yagu1244,Yagua,yad,Peba-Yagua,,NA,Missing data,,,,1940,2,"Both sexes participate, but males do appreciably more than females",,,Fejos(1943); ,1940,5,"Both sexes participate, but females do appreciably more than males",,,Fejos(1943); ,1940,1,"Males alone perform the activity, female participation being negligible",,,Fejos(1943); 
Ethnographic Atlas,Raroians,Ij5,xd894,Raroians (Ij5),-15.94,-142.31,-16.0,-142.0,tuam1242,Tuamotuan,pmt,Austronesian,1900,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Danielsson(1955); Danielsson(1954); ,1900,2,"Both sexes participate, but males do appreciably more than females",,,Danielsson(1955); Danielsson(1954); ,1900,2,"Both sexes participate, but males do appreciably more than females",,,Danielsson(1955); Danielsson(1954); ,1900,9,The activity is absent or unimportant in the particular society,,,Danielsson(1955); Danielsson(1954); 
Ethnographic Atlas,Alsea,Nb28,xd1088,Alsea (Nb28),44.0,-124.0,44.0,-124.0,alse1251,Alsea,aes,Alsea,1860,6,"Females alone perform the activity, male participation being negligible",,,Drucker(1939); Barnett(1937); ,1860,2,"Both sexes participate, but males do appreciably more than females",,,Drucker(1939); Barnett(1937); ,1860,9,The activity is absent or unimportant in the particular society,,,Drucker(1939); Barnett(1937); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Drucker(1939); Barnett(1937); 
Ethnographic Atlas,Teda,Cc2,xd498,Teda (Cc2),21.0,17.0,21.0,17.0,teda1241,Tedaga,tuq,Saharan,1950,6,"Females alone perform the activity, male participation being negligible",,Nomads of Tibesti,Cline(1950); Briggs(1958); Le Coeur(1950); Fuchs(1956); Chapelle(1957a); Nachtigal(1879); ,1950,9,The activity is absent or unimportant in the particular society,,Nomads of Tibesti,Cline(1950); Briggs(1958); Le Coeur(1950); Fuchs(1956); Chapelle(1957a); Nachtigal(1879); ,1950,5,"Both sexes participate, but females do appreciably more than males",,Nomads of Tibesti,Cline(1950); Briggs(1958); Le Coeur(1950); Fuchs(1956); Chapelle(1957a); Nachtigal(1879); ,1950,1,"Males alone perform the activity, female participation being negligible",,Nomads of Tibesti,Cline(1950); Briggs(1958); Le Coeur(1950); Fuchs(1956); Chapelle(1957a); Nachtigal(1879); 
Ethnographic Atlas,Mandan,Ne6,xd1225,Mandan (Ne6),47.0,-101.0,47.0,-101.0,mand1446,Mandan,mhq,Siouan,1830,9,The activity is absent or unimportant in the particular society,,,Bowers(1950); Lowie(1917a); Will and Spinden(1906); ,1830,1,"Males alone perform the activity, female participation being negligible",,,Bowers(1950); Lowie(1917a); Will and Spinden(1906); ,1830,6,"Females alone perform the activity, male participation being negligible",,,Bowers(1950); Lowie(1917a); Will and Spinden(1906); ,1830,1,"Males alone perform the activity, female participation being negligible",,,Bowers(1950); Lowie(1917a); Will and Spinden(1906); 
Ethnographic Atlas,Mafulu,Ie25,xd802,Mafulu (Ie25),-8.0,147.0,-8.0,147.0,fuyu1242,Fuyug,fuy,Goilalan,,NA,Missing data,,,,1920,1,"Males alone perform the activity, female participation being negligible",,,Williamson(1912); ,1920,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Williamson(1912); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Williamson(1912); 
Ethnographic Atlas,Sarcee,Ne7,xd1226,Sarsi (Ne7),54.0,-110.0,54.0,-110.0,sars1236,Sarsi,srs,Athapaskan-Eyak-Tlingit,1880,6,"Females alone perform the activity, male participation being negligible",,,Jenness(1938); Honigmann(1956a); ,1880,1,"Males alone perform the activity, female participation being negligible",,,Jenness(1938); Honigmann(1956a); ,1880,9,The activity is absent or unimportant in the particular society,,,Jenness(1938); Honigmann(1956a); ,1880,1,"Males alone perform the activity, female participation being negligible",,,Jenness(1938); Honigmann(1956a); 
Ethnographic Atlas,Santa Clara,Nh26,xd1277,Santa Clara (Nh26),36.0,-106.0,36.0,-106.0,sant1421,Santa Clara,,Kiowa-Tanoan,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Tututni,Nb31,xd1092,Tututni (Nb31),42.0,-124.0,42.0,-124.0,tutu1242,Tututni,tuu,Athapaskan-Eyak-Tlingit,,NA,Missing data,,,,1870,1,"Males alone perform the activity, female participation being negligible",,,Du Bois(1936); Drucker(1936); Barnett(1937); ,1870,9,The activity is absent or unimportant in the particular society,,,Du Bois(1936); Drucker(1936); Barnett(1937); ,1870,1,"Males alone perform the activity, female participation being negligible",,,Du Bois(1936); Drucker(1936); Barnett(1937); 
Ethnographic Atlas,Kerala,Eg6,xd682,Kerala (Eg6),11.0,76.0,11.0,76.0,mala1464,Malayalam,mal,Dravidian,1799,9,The activity is absent or unimportant in the particular society,,with special reference to Northern Kerala,Gough(1961); Schneider and Gough(1961); ,1799,1,"Males alone perform the activity, female participation being negligible",,with special reference to Northern Kerala,Gough(1961); Schneider and Gough(1961); ,1799,2,"Both sexes participate, but males do appreciably more than females",,with special reference to Northern Kerala,Gough(1961); Schneider and Gough(1961); ,1799,1,"Males alone perform the activity, female participation being negligible",,with special reference to Northern Kerala,Gough(1961); Schneider and Gough(1961); 
Ethnographic Atlas,Muju,Ie23,xd800,Muju (Ie23),-6.0,141.0,-6.0,141.0,sout2940,South Muyu,kts,Nuclear Trans New Guinea,,NA,Missing data,,,,1950,2,"Both sexes participate, but males do appreciably more than females",,,Schoorl(1957); ,1950,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Schoorl(1957); ,1950,1,"Males alone perform the activity, female participation being negligible",,,Schoorl(1957); 
Ethnographic Atlas,Tohono O'odham,Ni2,xd1287,Papago (Ni2),31.0,-112.0,31.0,-112.0,toho1246,Tohono O'odam,,Uto-Aztecan,1930,6,"Females alone perform the activity, male participation being negligible",,,Joseph et al.(1949); Underhill(1936); Underhill(1939); Castetter and Bell(1942); Lumholtz(1912); ,1930,9,The activity is absent or unimportant in the particular society,,,Joseph et al.(1949); Underhill(1936); Underhill(1939); Castetter and Bell(1942); Lumholtz(1912); ,1930,2,"Both sexes participate, but males do appreciably more than females",,,Joseph et al.(1949); Underhill(1936); Underhill(1939); Castetter and Bell(1942); Lumholtz(1912); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Joseph et al.(1949); Underhill(1936); Underhill(1939); Castetter and Bell(1942); Lumholtz(1912); 
Ethnographic Atlas,Bassari,Ag21,xd257,Bassari (Ag21),12.0,-13.0,12.0,-13.0,bass1258,Bassari,bsc,Atlantic-Congo,1910,6,"Females alone perform the activity, male participation being negligible",,,Lestrange(1950); ,1910,1,"Males alone perform the activity, female participation being negligible",,,Lestrange(1950); ,1910,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Lestrange(1950); ,1910,1,"Males alone perform the activity, female participation being negligible",,,Lestrange(1950); 
Ethnographic Atlas,Ancient Khmer,Ej15,xd722,Khmer (Ej15),13.0,104.0,13.0,104.0,nucl1298,Nuclear Central Khmer,,Austroasiatic,1292,8,"The activity is present, but sex participation is unspecified in the sources consulted",,with special reference to the city and environs of Angkor Wat in 1292,Groslier(1956); Pelliot(1951); Briggs(1951); ,1292,2,"Both sexes participate, but males do appreciably more than females",,with special reference to the city and environs of Angkor Wat in 1292,Groslier(1956); Pelliot(1951); Briggs(1951); ,1292,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,with special reference to the city and environs of Angkor Wat in 1292,Groslier(1956); Pelliot(1951); Briggs(1951); ,1292,2,"Both sexes participate, but males do appreciably more than females",,with special reference to the city and environs of Angkor Wat in 1292,Groslier(1956); Pelliot(1951); Briggs(1951); 
Ethnographic Atlas,Kiowa Apache,Ne2,xd1219,Kiowa Apache (Ne2),36.0,-99.0,36.0,-99.0,kiow1264,Kiowa Apache,apk,Athapaskan-Eyak-Tlingit,1870,6,"Females alone perform the activity, male participation being negligible",,,Mcallister(1937); ,1870,9,The activity is absent or unimportant in the particular society,,,Mcallister(1937); ,1870,9,The activity is absent or unimportant in the particular society,,,Mcallister(1937); ,1870,1,"Males alone perform the activity, female participation being negligible",,,Mcallister(1937); 
Ethnographic Atlas,Yem,Ca29,xd436,Janjero (Ca29),8.0,38.0,8.0,38.0,toba1264,Toba (Ethiopia),,Ta-Ne-Omotic,,NA,Missing data,,,,,NA,Missing data,,,,1920,2,"Both sexes participate, but males do appreciably more than females",,,Huntingford(1955b); Straube(1963); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Huntingford(1955b); Straube(1963); 
Ethnographic Atlas,Hadendowa,Ca43,xd452,Hadendowa (Ca43),18.0,36.0,18.0,36.0,hade1248,Hadendoa,,Afro-Asiatic,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Quinault,Nb25,xd1085,Quinault (Nb25),47.42,-124.16,47.0,-124.0,quin1251,Quinault,qun,Salishan,1860,6,"Females alone perform the activity, male participation being negligible",,,Olson(1936); Willoughby(1889); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Olson(1936); Willoughby(1889); ,1860,9,The activity is absent or unimportant in the particular society,,,Olson(1936); Willoughby(1889); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Olson(1936); Willoughby(1889); 
Ethnographic Atlas,Crow,Ne4,xd1223,Crow (Ne4),45.0,-108.0,45.0,-108.0,crow1244,Crow,cro,Siouan,1870,6,"Females alone perform the activity, male participation being negligible",,,Lowie(1917b); Lowie(1912b); Denig(1953); Lowie(1935); Lowie(1919); Lowie(1922); Wagner and Allen(1933); ,1870,9,The activity is absent or unimportant in the particular society,,,Lowie(1917b); Lowie(1912b); Denig(1953); Lowie(1935); Lowie(1919); Lowie(1922); Wagner and Allen(1933); ,,NA,Missing data,,,,1870,1,"Males alone perform the activity, female participation being negligible",,,Lowie(1917b); Lowie(1912b); Denig(1953); Lowie(1935); Lowie(1919); Lowie(1922); Wagner and Allen(1933); 
Ethnographic Atlas,Mzab,Cc4,xd501,Mzab (Cc4),33.0,4.0,33.0,4.0,tumz1238,Tumzabt,mzb,Afro-Asiatic,1920,9,The activity is absent or unimportant in the particular society,,,Mercier(1922); Goichon(1927); ,1920,9,The activity is absent or unimportant in the particular society,,,Mercier(1922); Goichon(1927); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Mercier(1922); Goichon(1927); ,1920,9,The activity is absent or unimportant in the particular society,,,Mercier(1922); Goichon(1927); 
Ethnographic Atlas,Comanche,Ne3,xd1222,Comanche (Ne3),33.0,-100.0,33.0,-100.0,coma1245,Comanche,com,Uto-Aztecan,1870,6,"Females alone perform the activity, male participation being negligible",,Comanche Tribe,Rister(1955); Gladwin(1948); Lee(1957); Wallace and Hoebel(1952); Hoebel(1940); ,1870,9,The activity is absent or unimportant in the particular society,,Comanche Tribe,Rister(1955); Gladwin(1948); Lee(1957); Wallace and Hoebel(1952); Hoebel(1940); ,1870,9,The activity is absent or unimportant in the particular society,,Comanche Tribe,Rister(1955); Gladwin(1948); Lee(1957); Wallace and Hoebel(1952); Hoebel(1940); ,1870,1,"Males alone perform the activity, female participation being negligible",,Comanche Tribe,Rister(1955); Gladwin(1948); Lee(1957); Wallace and Hoebel(1952); Hoebel(1940); 
Ethnographic Atlas,Tokelau,Ii6,xd885,Tokelau (Ii6),-9.2,-171.85,-9.0,-172.0,toke1240,Tokelau,tkl,Austronesian,1900,9,The activity is absent or unimportant in the particular society,,with special reference to Atafu,Macgregor(1937); ,1900,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,with special reference to Atafu,Macgregor(1937); ,1900,1,"Males alone perform the activity, female participation being negligible",,with special reference to Atafu,Macgregor(1937); ,1900,9,The activity is absent or unimportant in the particular society,,with special reference to Atafu,Macgregor(1937); 
Ethnographic Atlas,Siuslaw,Nb29,xd1089,Siuslaw (Nb29),44.0,-124.0,44.0,-124.0,sius1254,Siuslaw,sis,Siuslaw,,NA,Missing data,,,,,NA,Missing data,,,,1860,9,The activity is absent or unimportant in the particular society,,,Frachtenberg(1914); Barnett(1937); ,,NA,Missing data,,,
Ethnographic Atlas,Sumbwa,Ad47,xd117,Sumbwa (Ad47),-4.0,32.0,-4.0,32.0,sumb1240,Sumbwa,suw,Atlantic-Congo,1900,5,"Both sexes participate, but females do appreciably more than males",,,Desoignies(1903); Abrahams(1967); Blohm(1931-33); ,,NA,Missing data,,,,1900,5,"Both sexes participate, but females do appreciably more than males",,,Desoignies(1903); Abrahams(1967); Blohm(1931-33); ,1900,1,"Males alone perform the activity, female participation being negligible",,,Desoignies(1903); Abrahams(1967); Blohm(1931-33); 
Ethnographic Atlas,Coahuilteco,Ne21,xd1221,Coahuilteco (Ne21),29.0,-99.0,29.0,-99.0,coah1252,Coahuilteco,xcw,Coahuilteco,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Sahel,Cd19,xd517,Sahel (Cd19),35.0,10.94,35.0,11.0,sahi1245,Sahil,,Afro-Asiatic,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Teton,Ne8,xd1227,Teton (Ne8),43.0,-103.0,43.0,-103.0,lako1247,Lakota,lkt,Siouan,1870,5,"Both sexes participate, but females do appreciably more than males",,,Deloria(1932); Curtis(1908); Erikson(1950); Dorsey(1894); Erikson(1939); Ewers(1937); Hassrick(1964); Hassrick(1944); Goldfrank(1943); Mckeel(1936); Mekeel(1936); Mirsky(1937); Niehardt(1951); MacGregor(1946); ,1870,1,"Males alone perform the activity, female participation being negligible",,,Deloria(1932); Curtis(1908); Erikson(1950); Dorsey(1894); Erikson(1939); Ewers(1937); Hassrick(1964); Hassrick(1944); Goldfrank(1943); Mckeel(1936); Mekeel(1936); Mirsky(1937); Niehardt(1951); MacGregor(1946); ,1870,9,The activity is absent or unimportant in the particular society,,,Deloria(1932); Curtis(1908); Erikson(1950); Dorsey(1894); Erikson(1939); Ewers(1937); Hassrick(1964); Hassrick(1944); Goldfrank(1943); Mckeel(1936); Mekeel(1936); Mirsky(1937); Niehardt(1951); MacGregor(1946); ,1870,1,"Males alone perform the activity, female participation being negligible",,,Deloria(1932); Curtis(1908); Erikson(1950); Dorsey(1894); Erikson(1939); Ewers(1937); Hassrick(1964); Hassrick(1944); Goldfrank(1943); Mckeel(1936); Mekeel(1936); Mirsky(1937); Niehardt(1951); MacGregor(1946); 
Ethnographic Atlas,Shila,Ac35,xd61,Shila (Ac35),-10.0,28.0,-10.0,28.0,shil1264,Shila,,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Shasta,Nb32,xd1093,Shasta (Nb32),41.0,-122.0,41.0,-122.0,shas1239,Shasta,sht,Shastan,1860,5,"Both sexes participate, but females do appreciably more than males",,with special reference to the Shastika or eastern Shasta,Dixon(1907); Kroeber(1925d); Voegelin(1942); Holt(1946); ,1860,2,"Both sexes participate, but males do appreciably more than females",,with special reference to the Shastika or eastern Shasta,Dixon(1907); Kroeber(1925d); Voegelin(1942); Holt(1946); ,1860,9,The activity is absent or unimportant in the particular society,,with special reference to the Shastika or eastern Shasta,Dixon(1907); Kroeber(1925d); Voegelin(1942); Holt(1946); ,1860,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Shastika or eastern Shasta,Dixon(1907); Kroeber(1925d); Voegelin(1942); Holt(1946); 
